datetime,UHI_Index,Name,Description,location_id,AirTempSurface,RelativeHumidity,AvgWindSpeed,WindDirection,SolarFlux,Latitude,Longitude,Altitude,hour,day,month,weekday
2021-07-24 15:55:00,1.04134789,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.04134789,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.03702046,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.03702046,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.039184175,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.039184175,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.026201886,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.026201886,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.024038171,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.024038171,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.024038171,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.024038171,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.019710741,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.015383311,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.015383311,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.006728452,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.006728452,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.004564737,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.004564737,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.004564737,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.004564737,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:55:00,1.000237307,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.000237307,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.000357514,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.000357514,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.006848658,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.015503518,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.015503518,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.015503518,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.015503518,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.013339803,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.013339803,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.011176088,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.011176088,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.004684943,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:56:00,1.002521229,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.002521229,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.011296294,,,3583.0,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.011296294,,,3583.0,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:57:00,1.011296294,,,3583.0,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.015623724,,,3583.0,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.015623724,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.015623724,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.019951154,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.019951154,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.019951154,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.019951154,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.017787439,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.017787439,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.017787439,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.017787439,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.017787439,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.011296294,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.013460009,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.00913258,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.00913258,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.00913258,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.00913258,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:58:00,1.006968865,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.004925356,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.004925356,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.007089071,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.000597926,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.000597926,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.998434212,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.998434212,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.998434212,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.998434212,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.000597926,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,1.000597926,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.998434212,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.998434212,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.998434212,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.998434212,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.996270497,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.991943067,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.989779352,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.989779352,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.983288207,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.985451922,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.985451922,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.985451922,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.985451922,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.981124492,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.981124492,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.985451922,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.987615637,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:59:00,0.989779352,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.989779352,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.991943067,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.992063273,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.996390703,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.996390703,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.996390703,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.996390703,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.005045563,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.005045563,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.005045563,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.005045563,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.998554418,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.998554418,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.998554418,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.998554418,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.998554418,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,0.998554418,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.000718133,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.007209277,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.007209277,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:01:00,1.009372992,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.009372992,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.011536707,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.011536707,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.011536707,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.011536707,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.011536707,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.011536707,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.013700422,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.013700422,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.015864137,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.037621492,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.033294062,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.033294062,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.024639203,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.024639203,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.033294062,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.033294062,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:02:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.037621492,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.037621492,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.035457777,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.031130348,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.028966633,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.028966633,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.026802918,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.026802918,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.026923124,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.026923124,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.031250554,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.029086839,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.029086839,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.029086839,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.026923124,,,,,,,,,,,,15.0,24.0,7.0,5.0
2021-07-24 15:03:00,1.026923124,,,,,,,,,,,,15.0,24.0,7.0,5.0
