Longitude,Latitude,datetime,UHI Index,Land_Surface_Temp,Band1,Band2,Band3,Band4
-73.90991333,40.8106,24-07-2021 15:54,1.02175425,,849.0,1200.0,1852.0,2256.0
-73.90974333,40.810515,24-07-2021 15:54,1.02175425,,849.0,1050.0,1674.0,1880.0
-73.90966667,40.810495,24-07-2021 15:54,1.019590535,,1136.0,731.0,2171.0,1998.0
-73.90959167,40.81047333,24-07-2021 15:54,1.019590535,,1136.0,731.0,2171.0,1998.0
-73.90951833,40.810445,24-07-2021 15:54,1.019590535,,1136.0,608.0,2171.0,2800.0
-73.90944,40.81042333,24-07-2021 15:54,1.019590535,,1136.0,761.0,2260.0,2880.0
-73.909385,40.8104,24-07-2021 15:54,1.019590535,,1136.0,634.0,2260.0,2800.0
-73.909345,40.81038,24-07-2021 15:54,1.019590535,,1136.0,1020.0,2260.0,2482.0
-73.90925333,40.81033333,24-07-2021 15:54,1.01742682,,1136.0,1020.0,2260.0,2482.0
-73.90922333,40.81030667,24-07-2021 15:54,1.019590535,,1136.0,1382.0,2218.0,2468.0
-73.90917333,40.81029333,24-07-2021 15:55,1.019590535,,1136.0,1494.0,1921.0,2178.0
-73.90911833,40.81028,24-07-2021 15:55,1.019590535,,1136.0,1494.0,1921.0,2178.0
-73.909055,40.81026167,24-07-2021 15:55,1.019590535,,1136.0,1514.0,1921.0,1874.0
-73.90897833,40.81023833,24-07-2021 15:55,1.019590535,,1260.0,1562.0,1670.0,1924.0
-73.908895,40.81021833,24-07-2021 15:55,1.019590535,,1260.0,1562.0,1670.0,1924.0
-73.90871333,40.81017333,24-07-2021 15:55,1.02175425,,1260.0,1622.0,2162.0,2036.0
-73.90862167,40.810155,24-07-2021 15:55,1.02175425,,1260.0,1490.0,2162.0,2578.0
-73.90853667,40.81013833,24-07-2021 15:55,1.02175425,,1260.0,3602.0,3357.0,3742.0
-73.90847,40.81012667,24-07-2021 15:55,1.023917965,,1260.0,3642.0,3319.0,3630.0
-73.90843167,40.810125,24-07-2021 15:55,1.023917965,,1260.0,3642.0,3319.0,3630.0
-73.90818333,40.81009667,24-07-2021 15:55,1.015263105,,1338.0,1090.0,1952.0,1204.0
-73.9081,40.81007833,24-07-2021 15:55,1.015263105,,1338.0,1090.0,1952.0,1204.0
-73.90800833,40.81006,24-07-2021 15:55,1.01309939,,1338.0,2192.0,1965.0,2708.0
-73.90791833,40.81004,24-07-2021 15:55,1.01309939,,1338.0,2018.0,1965.0,2642.0
-73.90782333,40.810025,24-07-2021 15:55,1.01309939,,1338.0,1660.0,2270.0,1932.0
-73.907525,40.80997833,24-07-2021 15:55,1.010935675,,1357.0,1706.0,2081.0,1696.0
-73.90740667,40.809905,24-07-2021 15:55,1.03269303,,1296.0,1486.0,1677.0,1744.0
-73.90739667,40.80987,24-07-2021 15:55,1.030529316,,1296.0,1534.0,1677.0,1730.0
-73.90739833,40.80982833,24-07-2021 15:55,1.030529316,,1296.0,1534.0,1677.0,1730.0
-73.90741167,40.80977667,24-07-2021 15:55,1.026201886,,1296.0,1444.0,1527.0,1592.0
-73.907465,40.80964333,24-07-2021 15:55,1.026201886,,1296.0,1518.0,1527.0,1454.0
-73.90749167,40.80957167,24-07-2021 15:55,1.026201886,,1296.0,1174.0,1602.0,1366.0
-73.90751833,40.80950167,24-07-2021 15:55,1.028365601,,1296.0,1890.0,1602.0,1992.0
-73.90753833,40.80944167,24-07-2021 15:55,1.028365601,,1296.0,1890.0,1602.0,1992.0
-73.90755,40.80939833,24-07-2021 15:55,1.028365601,,1186.0,2110.0,1801.0,2470.0
-73.90761333,40.80920333,24-07-2021 15:55,1.04134789,,1251.0,1838.0,1828.0,1870.0
-73.90763833,40.80913833,24-07-2021 15:55,1.04134789,,1251.0,1646.0,1828.0,2032.0
-73.90766,40.80906667,24-07-2021 15:55,1.03702046,,1251.0,1830.0,2229.0,2408.0
-73.90768,40.80899,24-07-2021 15:55,1.03702046,,1251.0,866.0,2229.0,3040.0
-73.90770167,40.80891167,24-07-2021 15:55,1.039184175,,1251.0,1003.0,2229.0,2640.0
-73.90772667,40.808825,24-07-2021 15:55,1.039184175,,1145.0,1172.0,1602.0,1574.0
-73.90775667,40.808735,24-07-2021 15:55,1.026201886,,1145.0,1516.0,1602.0,1596.0
-73.907785,40.80864333,24-07-2021 15:55,1.026201886,,1145.0,1632.0,1407.0,1422.0
-73.90781833,40.80855,24-07-2021 15:55,1.024038171,,1145.0,1342.0,1407.0,1302.0
-73.90785667,40.80845667,24-07-2021 15:55,1.024038171,,1145.0,1026.0,1180.0,1138.0
-73.90789333,40.80836,24-07-2021 15:55,1.024038171,,1145.0,1346.0,1180.0,1450.0
-73.90792833,40.80826167,24-07-2021 15:55,1.024038171,,1776.0,1656.0,1721.0,1670.0
-73.90800833,40.80806667,24-07-2021 15:55,1.019710741,,1776.0,4060.0,3172.0,4688.0
-73.90802667,40.80797667,24-07-2021 15:55,1.015383311,,1776.0,3482.0,3175.0,3908.0
-73.90804667,40.807885,24-07-2021 15:55,1.015383311,,1776.0,2932.0,3175.0,3150.0
-73.90808667,40.80778833,24-07-2021 15:55,1.006728452,,1639.0,2346.0,2674.0,2454.0
-73.90813,40.80769167,24-07-2021 15:55,1.006728452,,1639.0,3776.0,4491.0,4248.0
-73.90817333,40.80759667,24-07-2021 15:55,1.004564737,,1639.0,2736.0,2727.0,3174.0
-73.90821333,40.8075,24-07-2021 15:55,1.004564737,,1639.0,1556.0,2727.0,2830.0
-73.908245,40.80741333,24-07-2021 15:55,1.004564737,,1639.0,2290.0,2589.0,2834.0
-73.90827,40.80732833,24-07-2021 15:55,1.004564737,,1639.0,3090.0,2589.0,3572.0
-73.90829833,40.80723833,24-07-2021 15:55,1.000237307,,929.0,1688.0,2141.0,2384.0
-73.90836333,40.80704833,24-07-2021 15:56,1.000237307,,929.0,482.0,2237.0,3386.0
-73.90839667,40.806955,24-07-2021 15:56,1.000357514,,929.0,517.0,2237.0,3194.0
-73.90842833,40.80687167,24-07-2021 15:56,1.000357514,,929.0,666.0,2431.0,2950.0
-73.908455,40.80679667,24-07-2021 15:56,1.004684943,,929.0,922.0,2431.0,2680.0
-73.90848,40.80674,24-07-2021 15:56,1.004684943,,1029.0,698.0,2353.0,3610.0
-73.90849667,40.80669667,24-07-2021 15:56,1.004684943,,1029.0,698.0,2353.0,3610.0
-73.90853,40.80663333,24-07-2021 15:56,1.006848658,,1029.0,967.0,2353.0,3060.0
-73.90859333,40.80654167,24-07-2021 15:56,1.004684943,,1029.0,691.0,2177.0,2884.0
-73.90863333,40.80648333,24-07-2021 15:56,1.004684943,,1029.0,691.0,2177.0,2884.0
-73.908675,40.80643,24-07-2021 15:56,1.004684943,,1029.0,894.0,2177.0,2590.0
-73.90871333,40.80638833,24-07-2021 15:56,1.004684943,,1029.0,894.0,2177.0,2590.0
-73.90875333,40.80634667,24-07-2021 15:56,1.004684943,,1029.0,1114.0,1839.0,1534.0
-73.9088,40.80631167,24-07-2021 15:56,1.004684943,,1029.0,1114.0,1839.0,1534.0
-73.90885167,40.80628333,24-07-2021 15:56,1.004684943,,1029.0,1094.0,1664.0,1470.0
-73.90889833,40.80626,24-07-2021 15:56,1.004684943,,1029.0,1094.0,1664.0,1470.0
-73.90893667,40.80624833,24-07-2021 15:56,1.004684943,,1029.0,1238.0,1664.0,1548.0
-73.90896333,40.80624333,24-07-2021 15:56,1.004684943,,1029.0,1238.0,1664.0,1548.0
-73.909165,40.80621667,24-07-2021 15:56,1.015503518,,1106.0,1276.0,1787.0,1614.0
-73.909225,40.806185,24-07-2021 15:56,1.015503518,,1597.0,1310.0,1459.0,1578.0
-73.90930167,40.80615,24-07-2021 15:56,1.015503518,,1597.0,1342.0,1396.0,1916.0
-73.90947667,40.80609667,24-07-2021 15:56,1.015503518,,1597.0,1136.0,1396.0,1574.0
-73.90954667,40.80606833,24-07-2021 15:56,1.013339803,,1597.0,1136.0,1396.0,1574.0
-73.909595,40.80603667,24-07-2021 15:56,1.013339803,,1597.0,1398.0,3641.0,1560.0
-73.90964667,40.80601333,24-07-2021 15:56,1.011176088,,1597.0,2654.0,2538.0,2732.0
-73.9097,40.80599,24-07-2021 15:56,1.011176088,,1597.0,2654.0,2538.0,2732.0
-73.90976,40.80597167,24-07-2021 15:56,1.004684943,,2672.0,6084.0,5086.0,6172.0
-73.90987167,40.80591167,24-07-2021 15:56,1.004684943,,2672.0,3438.0,5086.0,3798.0
-73.90990833,40.80590333,24-07-2021 15:56,1.004684943,,2672.0,3438.0,5086.0,3798.0
-73.90994667,40.805895,24-07-2021 15:56,1.002521229,,2672.0,3882.0,5086.0,4132.0
-73.90998333,40.80588667,24-07-2021 15:57,1.002521229,,2672.0,3882.0,5086.0,4132.0
-73.910005,40.80574833,24-07-2021 15:57,1.011296294,,2672.0,1260.0,1604.0,1272.0
-73.90990833,40.80571167,24-07-2021 15:57,1.011296294,,2672.0,1492.0,1775.0,1478.0
-73.90979167,40.80562667,24-07-2021 15:57,1.011296294,,1677.0,1852.0,2067.0,1918.0
-73.90964,40.80555333,24-07-2021 15:57,1.013460009,,1677.0,2072.0,2067.0,2084.0
-73.90940833,40.80539,24-07-2021 15:57,1.013460009,,1677.0,997.0,1355.0,1086.0
-73.90931,40.80531333,24-07-2021 15:57,1.011296294,,1677.0,997.0,1355.0,1086.0
-73.90921167,40.80523667,24-07-2021 15:57,1.011296294,,1677.0,1062.0,2290.0,1408.0
-73.90911833,40.80516667,24-07-2021 15:57,1.011296294,,1677.0,3632.0,2290.0,3636.0
-73.90902667,40.80509833,24-07-2021 15:57,1.011296294,,1742.0,2328.0,2837.0,2462.0
-73.90895333,40.80503167,24-07-2021 15:58,1.015623724,,1742.0,1704.0,2837.0,1828.0
-73.90889167,40.80498833,24-07-2021 15:58,1.015623724,,1742.0,2244.0,2837.0,2398.0
-73.90883167,40.804955,24-07-2021 15:58,1.015623724,,1742.0,3470.0,3652.0,3662.0
-73.90870167,40.80489167,24-07-2021 15:58,1.019951154,,1742.0,2358.0,2196.0,2584.0
-73.90863833,40.80486167,24-07-2021 15:58,1.019951154,,1742.0,2358.0,2196.0,2584.0
-73.90858,40.80483667,24-07-2021 15:58,1.019951154,,1742.0,1514.0,2196.0,1874.0
-73.90852667,40.804815,24-07-2021 15:58,1.019951154,,1742.0,912.0,2085.0,1562.0
-73.90847333,40.80479667,24-07-2021 15:58,1.017787439,,1742.0,528.0,2085.0,2164.0
-73.90842333,40.80478,24-07-2021 15:58,1.017787439,,1742.0,528.0,2085.0,2164.0
-73.90837333,40.80476667,24-07-2021 15:58,1.017787439,,1353.0,731.0,1451.0,1822.0
-73.908315,40.80474,24-07-2021 15:58,1.017787439,,1353.0,846.0,1217.0,1116.0
-73.90824,40.80463667,24-07-2021 15:58,1.017787439,,1353.0,976.0,1217.0,1164.0
-73.90812,40.804555,24-07-2021 15:58,1.013460009,,2400.0,1136.0,1981.0,1888.0
-73.90805,40.80449833,24-07-2021 15:58,1.013460009,,2400.0,1440.0,2798.0,2164.0
-73.90797167,40.80446,24-07-2021 15:58,1.013460009,,2400.0,2928.0,2798.0,3218.0
-73.90789,40.80441167,24-07-2021 15:58,1.011296294,,2400.0,1790.0,1973.0,2028.0
-73.90774667,40.80431833,24-07-2021 15:58,1.011296294,,2400.0,1876.0,4447.0,2326.0
-73.90767833,40.804275,24-07-2021 15:58,1.011296294,,2400.0,4220.0,4447.0,4464.0
-73.907605,40.804235,24-07-2021 15:58,1.011296294,,2411.0,2442.0,2718.0,2698.0
-73.907515,40.80420833,24-07-2021 15:58,1.011296294,,2411.0,2958.0,4303.0,3244.0
-73.90745167,40.804175,24-07-2021 15:58,1.013460009,,2411.0,2958.0,4303.0,3244.0
-73.90736167,40.804135,24-07-2021 15:58,1.013460009,,2411.0,3194.0,2506.0,3414.0
-73.90721833,40.80409667,24-07-2021 15:58,1.013460009,,2411.0,1608.0,2506.0,1672.0
-73.90718,40.80413667,24-07-2021 15:58,1.013460009,,2411.0,1300.0,1915.0,1478.0
-73.907135,40.80417833,24-07-2021 15:58,1.013460009,,2411.0,1698.0,1915.0,1720.0
-73.90709,40.80422333,24-07-2021 15:58,1.00913258,,2411.0,1698.0,1915.0,1720.0
-73.90704333,40.80427167,24-07-2021 15:58,1.00913258,,2411.0,2032.0,1911.0,2054.0
-73.906985,40.80432667,24-07-2021 15:58,1.00913258,,2411.0,1754.0,1911.0,1876.0
-73.90693,40.80438,24-07-2021 15:58,1.00913258,,2013.0,1500.0,2880.0,1440.0
-73.906875,40.80442667,24-07-2021 15:58,1.006968865,,2013.0,1690.0,1554.0,1650.0
-73.90682833,40.80446833,24-07-2021 15:59,1.007089071,,2013.0,1272.0,1554.0,1310.0
-73.90678333,40.8045,24-07-2021 15:59,1.007089071,,2289.0,1640.0,1554.0,1632.0
-73.90674167,40.80451333,24-07-2021 15:59,1.007089071,,2289.0,1640.0,1554.0,1632.0
-73.9067,40.80451,24-07-2021 15:59,1.004925356,,2289.0,1640.0,1554.0,1632.0
-73.90665667,40.80448833,24-07-2021 15:59,1.004925356,,2013.0,1230.0,1354.0,1290.0
-73.90660667,40.80445333,24-07-2021 15:59,1.007089071,,2013.0,1230.0,1354.0,1290.0
-73.90655667,40.80441167,24-07-2021 15:59,1.007089071,,2013.0,1560.0,1354.0,1576.0
-73.90649,40.80436667,24-07-2021 15:59,1.007089071,,2013.0,1616.0,1501.0,1672.0
-73.906415,40.80432333,24-07-2021 15:59,1.007089071,,2013.0,1616.0,1501.0,1672.0
-73.90633,40.804275,24-07-2021 15:59,1.007089071,,2013.0,1544.0,1501.0,1622.0
-73.90624167,40.80422333,24-07-2021 15:59,1.007089071,,2013.0,1444.0,3338.0,1542.0
-73.90606,40.80412,24-07-2021 15:59,1.007089071,,1640.0,1042.0,1412.0,1342.0
-73.90597,40.80407,24-07-2021 15:59,1.007089071,,1640.0,1070.0,1939.0,1804.0
-73.90573333,40.80394333,24-07-2021 15:59,1.007089071,,1518.0,2934.0,2479.0,2808.0
-73.90568167,40.803915,24-07-2021 15:59,1.007089071,,1518.0,2098.0,2479.0,2442.0
-73.90563,40.80389167,24-07-2021 15:59,1.000597926,,1518.0,2098.0,2479.0,2442.0
-73.90562667,40.803875,24-07-2021 15:59,1.000597926,,1518.0,2098.0,2479.0,2442.0
-73.905605,40.80382333,24-07-2021 15:59,0.998434212,,1518.0,2324.0,2479.0,2500.0
-73.90562833,40.803785,24-07-2021 15:59,0.998434212,,1518.0,2324.0,2479.0,2500.0
-73.90566833,40.80373833,24-07-2021 15:59,0.998434212,,1518.0,1472.0,1703.0,1698.0
-73.90572167,40.80368667,24-07-2021 15:59,0.998434212,,1518.0,1334.0,1703.0,1570.0
-73.90577667,40.80363333,24-07-2021 15:59,1.000597926,,1518.0,1334.0,1703.0,1570.0
-73.90583167,40.80357833,24-07-2021 15:59,1.000597926,,1518.0,1660.0,1799.0,1818.0
-73.90588333,40.80352833,24-07-2021 15:59,0.998434212,,1518.0,1650.0,1799.0,1734.0
-73.90592667,40.80348333,24-07-2021 15:59,0.998434212,,1518.0,1278.0,1363.0,1390.0
-73.90596667,40.80344333,24-07-2021 15:59,0.998434212,,1518.0,1278.0,1363.0,1390.0
-73.906,40.80340833,24-07-2021 15:59,0.998434212,,1305.0,1226.0,1363.0,1250.0
-73.90602333,40.80338333,24-07-2021 15:59,0.996270497,,1305.0,1226.0,1363.0,1250.0
-73.90607,40.80331667,24-07-2021 15:59,0.991943067,,1305.0,1310.0,1577.0,1392.0
-73.90609333,40.80328,24-07-2021 15:59,0.989779352,,1305.0,1310.0,1577.0,1392.0
-73.90617,40.80319667,24-07-2021 15:59,0.989779352,,1305.0,1362.0,1577.0,1538.0
-73.90625667,40.80311667,24-07-2021 15:59,0.987615637,,1754.0,1488.0,1769.0,1488.0
-73.90634667,40.803035,24-07-2021 15:59,0.987615637,,1754.0,1256.0,1769.0,1376.0
-73.90642833,40.80296167,24-07-2021 15:59,0.987615637,,1754.0,1322.0,1630.0,1356.0
-73.90650333,40.802895,24-07-2021 15:59,0.987615637,,1754.0,1682.0,2100.0,1716.0
-73.90665167,40.80274667,24-07-2021 15:59,0.983288207,,1637.0,1608.0,2189.0,1744.0
-73.906725,40.80267333,24-07-2021 15:59,0.985451922,,1637.0,1042.0,2189.0,1654.0
-73.9068,40.8026,24-07-2021 15:59,0.985451922,,1637.0,1005.0,1925.0,1598.0
-73.90687333,40.80252833,24-07-2021 15:59,0.987615637,,1637.0,2372.0,1925.0,2626.0
-73.90694833,40.80245333,24-07-2021 15:59,0.987615637,,2452.0,2832.0,4251.0,3208.0
-73.90702,40.80237833,24-07-2021 15:59,0.985451922,,2452.0,1654.0,2574.0,1998.0
-73.90709167,40.80230833,24-07-2021 15:59,0.985451922,,1663.0,1078.0,2574.0,1688.0
-73.90714667,40.80225167,24-07-2021 15:59,0.981124492,,1663.0,1798.0,2574.0,1976.0
-73.90718,40.802215,24-07-2021 15:59,0.981124492,,1663.0,1324.0,1654.0,1480.0
-73.907205,40.80219167,24-07-2021 15:59,0.985451922,,1663.0,1324.0,1654.0,1480.0
-73.90729,40.80219167,24-07-2021 15:59,0.987615637,,1663.0,1198.0,1693.0,1300.0
-73.90734333,40.80221667,24-07-2021 15:59,0.987615637,,1663.0,1610.0,1693.0,1742.0
-73.90740333,40.80225167,24-07-2021 15:59,0.987615637,,1663.0,1396.0,2281.0,1518.0
-73.90747,40.80229667,24-07-2021 15:59,0.987615637,,1663.0,1396.0,2281.0,1518.0
-73.90754833,40.80234333,24-07-2021 15:59,0.987615637,,2452.0,1406.0,1649.0,1636.0
-73.90763833,40.802395,24-07-2021 15:59,0.987615637,,2452.0,1184.0,1649.0,1328.0
-73.90773333,40.80244667,24-07-2021 15:59,0.987615637,,1949.0,1224.0,1839.0,1356.0
-73.90783167,40.80250333,24-07-2021 15:59,0.987615637,,1949.0,1224.0,1839.0,1356.0
-73.90803167,40.802615,24-07-2021 15:59,0.989779352,,1949.0,1610.0,2319.0,1818.0
-73.90812667,40.80266833,24-07-2021 15:01,0.989779352,,1949.0,1610.0,2319.0,1818.0
-73.90820333,40.80271333,24-07-2021 15:01,0.991943067,,1949.0,1894.0,2319.0,2216.0
-73.90829,40.80275833,24-07-2021 15:01,0.992063273,,1949.0,1512.0,1653.0,1702.0
-73.90837167,40.80281167,24-07-2021 15:01,0.996390703,,1949.0,1482.0,2066.0,1590.0
-73.90840167,40.80283,24-07-2021 15:01,0.996390703,,1231.0,1240.0,1671.0,1330.0
-73.90844167,40.80285,24-07-2021 15:01,0.996390703,,1231.0,1240.0,1671.0,1330.0
-73.90849167,40.80287333,24-07-2021 15:01,0.996390703,,1231.0,1240.0,1671.0,1330.0
-73.908605,40.80294,24-07-2021 15:01,1.000718133,,1231.0,1258.0,1671.0,1406.0
-73.90866833,40.80298,24-07-2021 15:01,1.005045563,,1683.0,1416.0,1742.0,1434.0
-73.90873667,40.803025,24-07-2021 15:01,1.005045563,,1683.0,1416.0,1742.0,1434.0
-73.90881667,40.80307167,24-07-2021 15:01,1.005045563,,1683.0,1420.0,1742.0,1706.0
-73.90890167,40.80312,24-07-2021 15:01,1.005045563,,1683.0,1418.0,1505.0,1648.0
-73.90898667,40.80317,24-07-2021 15:01,1.000718133,,1683.0,1604.0,2434.0,2028.0
-73.90907667,40.80322,24-07-2021 15:01,1.000718133,,1683.0,1288.0,2434.0,1538.0
-73.90917,40.80327167,24-07-2021 15:01,1.000718133,,981.0,1474.0,1661.0,1538.0
-73.909265,40.80332167,24-07-2021 15:01,1.000718133,,981.0,1342.0,1661.0,1562.0
-73.90936,40.80337667,24-07-2021 15:01,1.000718133,,981.0,1266.0,2178.0,1610.0
-73.909455,40.80343333,24-07-2021 15:01,1.000718133,,981.0,988.0,1207.0,1098.0
-73.90955167,40.80349,24-07-2021 15:01,0.998554418,,981.0,927.0,1532.0,1678.0
-73.909645,40.80354833,24-07-2021 15:01,0.998554418,,1148.0,672.0,1733.0,1778.0
-73.90975333,40.80359333,24-07-2021 15:01,0.998554418,,1148.0,697.0,1733.0,1692.0
-73.90986,40.80364167,24-07-2021 15:01,0.998554418,,1333.0,1338.0,1579.0,1448.0
-73.90996167,40.80368833,24-07-2021 15:01,0.998554418,,1333.0,1564.0,1390.0,1722.0
-73.910065,40.80373333,24-07-2021 15:01,0.998554418,,1333.0,1440.0,1742.0,1544.0
-73.91016667,40.803775,24-07-2021 15:01,1.000718133,,1333.0,1440.0,1742.0,1544.0
-73.91026833,40.80381667,24-07-2021 15:01,1.000718133,,1333.0,1542.0,1742.0,1622.0
-73.91036667,40.80385833,24-07-2021 15:01,1.007209277,,1333.0,1600.0,1975.0,1562.0
-73.910465,40.80390333,24-07-2021 15:01,1.007209277,,1333.0,1490.0,1267.0,1618.0
-73.91056667,40.803945,24-07-2021 15:01,1.009372992,,1549.0,1470.0,1561.0,1540.0
-73.91066667,40.80399,24-07-2021 15:02,1.009372992,,1549.0,1338.0,1561.0,1390.0
-73.91077,40.80403333,24-07-2021 15:02,1.011536707,,1549.0,1374.0,2202.0,1472.0
-73.91087,40.80407667,24-07-2021 15:02,1.011536707,,1357.0,1600.0,1878.0,1656.0
-73.91104333,40.80416833,24-07-2021 15:02,1.011536707,,1357.0,1604.0,1739.0,1968.0
-73.91112667,40.80421,24-07-2021 15:02,1.011536707,,1357.0,1354.0,1739.0,1378.0
-73.91121,40.804245,24-07-2021 15:02,1.011536707,,1357.0,1592.0,2055.0,2210.0
-73.91128667,40.80427167,24-07-2021 15:02,1.011536707,,1252.0,1102.0,1468.0,1404.0
-73.911345,40.804295,24-07-2021 15:02,1.013700422,,1252.0,1102.0,1468.0,1404.0
-73.911385,40.80431167,24-07-2021 15:02,1.013700422,,1252.0,1252.0,1468.0,1330.0
-73.91140667,40.80432167,24-07-2021 15:02,1.015864137,,1252.0,1184.0,1468.0,1460.0
-73.91156333,40.80437,24-07-2021 15:02,1.035457777,,1252.0,1314.0,1645.0,1428.0
-73.911605,40.804385,24-07-2021 15:02,1.035457777,,1252.0,1314.0,1645.0,1428.0
-73.91168667,40.80441833,24-07-2021 15:02,1.037621492,,1252.0,1908.0,1762.0,1802.0
-73.91172667,40.80443333,24-07-2021 15:02,1.035457777,,1252.0,1492.0,1908.0,1570.0
-73.91183333,40.80448,24-07-2021 15:02,1.031130348,,1252.0,1796.0,1908.0,1772.0
-73.91187667,40.80449833,24-07-2021 15:02,1.031130348,,1252.0,1954.0,1908.0,1890.0
-73.91191667,40.804515,24-07-2021 15:02,1.031130348,,1357.0,1898.0,1918.0,1850.0
-73.91195833,40.80453333,24-07-2021 15:02,1.035457777,,1357.0,1898.0,1918.0,1850.0
-73.91200333,40.80455333,24-07-2021 15:02,1.035457777,,1357.0,1898.0,1918.0,1850.0
-73.912045,40.80456833,24-07-2021 15:02,1.033294062,,1357.0,1898.0,1918.0,1850.0
-73.91207333,40.80457167,24-07-2021 15:02,1.033294062,,1357.0,1750.0,1918.0,1750.0
-73.91214333,40.8046,24-07-2021 15:02,1.031130348,,1615.0,1644.0,1582.0,1614.0
-73.91219333,40.80461833,24-07-2021 15:02,1.031130348,,1615.0,1592.0,1529.0,1550.0
-73.912275,40.804645,24-07-2021 15:02,1.024639203,,1615.0,1372.0,1529.0,1406.0
-73.91236667,40.80469833,24-07-2021 15:02,1.024639203,,1615.0,1404.0,1529.0,1390.0
-73.91245333,40.804735,24-07-2021 15:02,1.031130348,,1615.0,1616.0,1984.0,1738.0
-73.912545,40.804785,24-07-2021 15:02,1.031130348,,1615.0,2148.0,2010.0,2176.0
-73.91263,40.80482667,24-07-2021 15:02,1.033294062,,1716.0,1758.0,1866.0,1968.0
-73.91271833,40.804865,24-07-2021 15:02,1.033294062,,1716.0,1630.0,1866.0,1736.0
-73.91281,40.80490833,24-07-2021 15:02,1.035457777,,1716.0,1670.0,1866.0,1740.0
