Longitude,Latitude,datetime,UHI Index
-73.90992833,40.81075333,2021-07-24 15:54:00,1.02175425
-73.909965,40.810705,2021-07-24 15:54:00,1.02175425
-73.90995167,40.81062833,2021-07-24 15:54:00,1.023917965
-73.90991333,40.8106,2021-07-24 15:54:00,1.02175425
-73.90974333,40.810515,2021-07-24 15:54:00,1.02175425
-73.90966667,40.810495,2021-07-24 15:54:00,1.019590535
-73.90959167,40.81047333,2021-07-24 15:54:00,1.019590535
-73.90951833,40.810445,2021-07-24 15:54:00,1.019590535
-73.90944,40.81042333,2021-07-24 15:54:00,1.019590535
-73.909385,40.8104,2021-07-24 15:54:00,1.019590535
-73.909345,40.81038,2021-07-24 15:54:00,1.019590535
-73.90925333,40.81033333,2021-07-24 15:54:00,1.01742682
-73.90922333,40.81030667,2021-07-24 15:54:00,1.019590535
-73.90917333,40.81029333,2021-07-24 15:55:00,1.019590535
-73.90911833,40.81028,2021-07-24 15:55:00,1.019590535
-73.909055,40.81026167,2021-07-24 15:55:00,1.019590535
-73.90897833,40.81023833,2021-07-24 15:55:00,1.019590535
-73.908895,40.81021833,2021-07-24 15:55:00,1.019590535
-73.90871333,40.81017333,2021-07-24 15:55:00,1.02175425
-73.90862167,40.810155,2021-07-24 15:55:00,1.02175425
-73.90853667,40.81013833,2021-07-24 15:55:00,1.02175425
-73.90847,40.81012667,2021-07-24 15:55:00,1.023917965
-73.90843167,40.810125,2021-07-24 15:55:00,1.023917965
-73.90818333,40.81009667,2021-07-24 15:55:00,1.015263105
-73.9081,40.81007833,2021-07-24 15:55:00,1.015263105
-73.90800833,40.81006,2021-07-24 15:55:00,1.01309939
-73.90791833,40.81004,2021-07-24 15:55:00,1.01309939
-73.90782333,40.810025,2021-07-24 15:55:00,1.01309939
-73.907525,40.80997833,2021-07-24 15:55:00,1.010935675
-73.90740667,40.809905,2021-07-24 15:55:00,1.03269303
-73.90739667,40.80987,2021-07-24 15:55:00,1.030529316
-73.90739833,40.80982833,2021-07-24 15:55:00,1.030529316
-73.90741167,40.80977667,2021-07-24 15:55:00,1.026201886
-73.907465,40.80964333,2021-07-24 15:55:00,1.026201886
-73.90749167,40.80957167,2021-07-24 15:55:00,1.026201886
-73.90751833,40.80950167,2021-07-24 15:55:00,1.028365601
-73.90753833,40.80944167,2021-07-24 15:55:00,1.028365601
-73.90755,40.80939833,2021-07-24 15:55:00,1.028365601
-73.90761333,40.80920333,2021-07-24 15:55:00,1.04134789
-73.90763833,40.80913833,2021-07-24 15:55:00,1.04134789
-73.90766,40.80906667,2021-07-24 15:55:00,1.03702046
-73.90768,40.80899,2021-07-24 15:55:00,1.03702046
-73.90770167,40.80891167,2021-07-24 15:55:00,1.039184175
-73.90772667,40.808825,2021-07-24 15:55:00,1.039184175
-73.90775667,40.808735,2021-07-24 15:55:00,1.026201886
-73.907785,40.80864333,2021-07-24 15:55:00,1.026201886
-73.90781833,40.80855,2021-07-24 15:55:00,1.024038171
-73.90785667,40.80845667,2021-07-24 15:55:00,1.024038171
-73.90789333,40.80836,2021-07-24 15:55:00,1.024038171
-73.90792833,40.80826167,2021-07-24 15:55:00,1.024038171
-73.90800833,40.80806667,2021-07-24 15:55:00,1.019710741
-73.90802667,40.80797667,2021-07-24 15:55:00,1.015383311
-73.90804667,40.807885,2021-07-24 15:55:00,1.015383311
-73.90808667,40.80778833,2021-07-24 15:55:00,1.006728452
-73.90813,40.80769167,2021-07-24 15:55:00,1.006728452
-73.90817333,40.80759667,2021-07-24 15:55:00,1.004564737
-73.90821333,40.8075,2021-07-24 15:55:00,1.004564737
-73.908245,40.80741333,2021-07-24 15:55:00,1.004564737
-73.90827,40.80732833,2021-07-24 15:55:00,1.004564737
-73.90829833,40.80723833,2021-07-24 15:55:00,1.000237307
-73.90836333,40.80704833,2021-07-24 15:56:00,1.000237307
-73.90839667,40.806955,2021-07-24 15:56:00,1.000357514
-73.90842833,40.80687167,2021-07-24 15:56:00,1.000357514
-73.908455,40.80679667,2021-07-24 15:56:00,1.004684943
-73.90848,40.80674,2021-07-24 15:56:00,1.004684943
-73.90849667,40.80669667,2021-07-24 15:56:00,1.004684943
-73.90853,40.80663333,2021-07-24 15:56:00,1.006848658
-73.90859333,40.80654167,2021-07-24 15:56:00,1.004684943
-73.90863333,40.80648333,2021-07-24 15:56:00,1.004684943
-73.908675,40.80643,2021-07-24 15:56:00,1.004684943
-73.90871333,40.80638833,2021-07-24 15:56:00,1.004684943
-73.90875333,40.80634667,2021-07-24 15:56:00,1.004684943
-73.9088,40.80631167,2021-07-24 15:56:00,1.004684943
-73.90885167,40.80628333,2021-07-24 15:56:00,1.004684943
-73.90889833,40.80626,2021-07-24 15:56:00,1.004684943
-73.90893667,40.80624833,2021-07-24 15:56:00,1.004684943
-73.90896333,40.80624333,2021-07-24 15:56:00,1.004684943
-73.909165,40.80621667,2021-07-24 15:56:00,1.015503518
-73.909225,40.806185,2021-07-24 15:56:00,1.015503518
-73.90930167,40.80615,2021-07-24 15:56:00,1.015503518
-73.90947667,40.80609667,2021-07-24 15:56:00,1.015503518
-73.90954667,40.80606833,2021-07-24 15:56:00,1.013339803
-73.909595,40.80603667,2021-07-24 15:56:00,1.013339803
-73.90964667,40.80601333,2021-07-24 15:56:00,1.011176088
-73.9097,40.80599,2021-07-24 15:56:00,1.011176088
-73.90976,40.80597167,2021-07-24 15:56:00,1.004684943
-73.90987167,40.80591167,2021-07-24 15:56:00,1.004684943
-73.90990833,40.80590333,2021-07-24 15:56:00,1.004684943
-73.90994667,40.805895,2021-07-24 15:56:00,1.002521229
-73.90998333,40.80588667,2021-07-24 15:57:00,1.002521229
-73.910005,40.80574833,2021-07-24 15:57:00,1.011296294
-73.90990833,40.80571167,2021-07-24 15:57:00,1.011296294
-73.90979167,40.80562667,2021-07-24 15:57:00,1.011296294
-73.90964,40.80555333,2021-07-24 15:57:00,1.013460009
-73.90940833,40.80539,2021-07-24 15:57:00,1.013460009
-73.90931,40.80531333,2021-07-24 15:57:00,1.011296294
-73.90921167,40.80523667,2021-07-24 15:57:00,1.011296294
-73.90911833,40.80516667,2021-07-24 15:57:00,1.011296294
-73.90902667,40.80509833,2021-07-24 15:57:00,1.011296294
-73.90895333,40.80503167,2021-07-24 15:58:00,1.015623724
-73.90889167,40.80498833,2021-07-24 15:58:00,1.015623724
-73.90883167,40.804955,2021-07-24 15:58:00,1.015623724
-73.90870167,40.80489167,2021-07-24 15:58:00,1.019951154
-73.90863833,40.80486167,2021-07-24 15:58:00,1.019951154
-73.90858,40.80483667,2021-07-24 15:58:00,1.019951154
-73.90852667,40.804815,2021-07-24 15:58:00,1.019951154
-73.90847333,40.80479667,2021-07-24 15:58:00,1.017787439
-73.90842333,40.80478,2021-07-24 15:58:00,1.017787439
-73.90837333,40.80476667,2021-07-24 15:58:00,1.017787439
-73.908315,40.80474,2021-07-24 15:58:00,1.017787439
-73.90824,40.80463667,2021-07-24 15:58:00,1.017787439
-73.90812,40.804555,2021-07-24 15:58:00,1.013460009
-73.90805,40.80449833,2021-07-24 15:58:00,1.013460009
-73.90797167,40.80446,2021-07-24 15:58:00,1.013460009
-73.90789,40.80441167,2021-07-24 15:58:00,1.011296294
-73.90774667,40.80431833,2021-07-24 15:58:00,1.011296294
-73.90767833,40.804275,2021-07-24 15:58:00,1.011296294
-73.907605,40.804235,2021-07-24 15:58:00,1.011296294
-73.907515,40.80420833,2021-07-24 15:58:00,1.011296294
-73.90745167,40.804175,2021-07-24 15:58:00,1.013460009
-73.90736167,40.804135,2021-07-24 15:58:00,1.013460009
-73.90721833,40.80409667,2021-07-24 15:58:00,1.013460009
-73.90718,40.80413667,2021-07-24 15:58:00,1.013460009
-73.907135,40.80417833,2021-07-24 15:58:00,1.013460009
-73.90709,40.80422333,2021-07-24 15:58:00,1.00913258
-73.90704333,40.80427167,2021-07-24 15:58:00,1.00913258
-73.906985,40.80432667,2021-07-24 15:58:00,1.00913258
-73.90693,40.80438,2021-07-24 15:58:00,1.00913258
-73.906875,40.80442667,2021-07-24 15:58:00,1.006968865
-73.90682833,40.80446833,2021-07-24 15:59:00,1.007089071
-73.90678333,40.8045,2021-07-24 15:59:00,1.007089071
-73.90674167,40.80451333,2021-07-24 15:59:00,1.007089071
-73.9067,40.80451,2021-07-24 15:59:00,1.004925356
-73.90665667,40.80448833,2021-07-24 15:59:00,1.004925356
-73.90660667,40.80445333,2021-07-24 15:59:00,1.007089071
-73.90655667,40.80441167,2021-07-24 15:59:00,1.007089071
-73.90649,40.80436667,2021-07-24 15:59:00,1.007089071
-73.906415,40.80432333,2021-07-24 15:59:00,1.007089071
-73.90633,40.804275,2021-07-24 15:59:00,1.007089071
-73.90624167,40.80422333,2021-07-24 15:59:00,1.007089071
-73.90606,40.80412,2021-07-24 15:59:00,1.007089071
-73.90597,40.80407,2021-07-24 15:59:00,1.007089071
-73.90573333,40.80394333,2021-07-24 15:59:00,1.007089071
-73.90568167,40.803915,2021-07-24 15:59:00,1.007089071
-73.90563,40.80389167,2021-07-24 15:59:00,1.000597926
-73.90562667,40.803875,2021-07-24 15:59:00,1.000597926
-73.905605,40.80382333,2021-07-24 15:59:00,0.998434212
-73.90562833,40.803785,2021-07-24 15:59:00,0.998434212
-73.90566833,40.80373833,2021-07-24 15:59:00,0.998434212
-73.90572167,40.80368667,2021-07-24 15:59:00,0.998434212
-73.90577667,40.80363333,2021-07-24 15:59:00,1.000597926
-73.90583167,40.80357833,2021-07-24 15:59:00,1.000597926
-73.90588333,40.80352833,2021-07-24 15:59:00,0.998434212
-73.90592667,40.80348333,2021-07-24 15:59:00,0.998434212
-73.90596667,40.80344333,2021-07-24 15:59:00,0.998434212
-73.906,40.80340833,2021-07-24 15:59:00,0.998434212
-73.90602333,40.80338333,2021-07-24 15:59:00,0.996270497
-73.90607,40.80331667,2021-07-24 15:59:00,0.991943067
-73.90609333,40.80328,2021-07-24 15:59:00,0.989779352
-73.90617,40.80319667,2021-07-24 15:59:00,0.989779352
-73.90625667,40.80311667,2021-07-24 15:59:00,0.987615637
-73.90634667,40.803035,2021-07-24 15:59:00,0.987615637
-73.90642833,40.80296167,2021-07-24 15:59:00,0.987615637
-73.90650333,40.802895,2021-07-24 15:59:00,0.987615637
-73.90665167,40.80274667,2021-07-24 15:59:00,0.983288207
-73.906725,40.80267333,2021-07-24 15:59:00,0.985451922
-73.9068,40.8026,2021-07-24 15:59:00,0.985451922
-73.90687333,40.80252833,2021-07-24 15:59:00,0.987615637
-73.90694833,40.80245333,2021-07-24 15:59:00,0.987615637
-73.90702,40.80237833,2021-07-24 15:59:00,0.985451922
-73.90709167,40.80230833,2021-07-24 15:59:00,0.985451922
-73.90714667,40.80225167,2021-07-24 15:59:00,0.981124492
-73.90718,40.802215,2021-07-24 15:59:00,0.981124492
-73.907205,40.80219167,2021-07-24 15:59:00,0.985451922
-73.90729,40.80219167,2021-07-24 15:59:00,0.987615637
-73.90734333,40.80221667,2021-07-24 15:59:00,0.987615637
-73.90740333,40.80225167,2021-07-24 15:59:00,0.987615637
-73.90747,40.80229667,2021-07-24 15:59:00,0.987615637
-73.90754833,40.80234333,2021-07-24 15:59:00,0.987615637
-73.90763833,40.802395,2021-07-24 15:59:00,0.987615637
-73.90773333,40.80244667,2021-07-24 15:59:00,0.987615637
-73.90783167,40.80250333,2021-07-24 15:59:00,0.987615637
-73.90803167,40.802615,2021-07-24 15:59:00,0.989779352
-73.90812667,40.80266833,2021-07-24 15:01:00,0.989779352
-73.90820333,40.80271333,2021-07-24 15:01:00,0.991943067
-73.90829,40.80275833,2021-07-24 15:01:00,0.992063273
-73.90837167,40.80281167,2021-07-24 15:01:00,0.996390703
-73.90840167,40.80283,2021-07-24 15:01:00,0.996390703
-73.90844167,40.80285,2021-07-24 15:01:00,0.996390703
-73.90849167,40.80287333,2021-07-24 15:01:00,0.996390703
-73.908605,40.80294,2021-07-24 15:01:00,1.000718133
-73.90866833,40.80298,2021-07-24 15:01:00,1.005045563
-73.90873667,40.803025,2021-07-24 15:01:00,1.005045563
-73.90881667,40.80307167,2021-07-24 15:01:00,1.005045563
-73.90890167,40.80312,2021-07-24 15:01:00,1.005045563
-73.90898667,40.80317,2021-07-24 15:01:00,1.000718133
-73.90907667,40.80322,2021-07-24 15:01:00,1.000718133
-73.90917,40.80327167,2021-07-24 15:01:00,1.000718133
-73.909265,40.80332167,2021-07-24 15:01:00,1.000718133
-73.90936,40.80337667,2021-07-24 15:01:00,1.000718133
-73.909455,40.80343333,2021-07-24 15:01:00,1.000718133
-73.90955167,40.80349,2021-07-24 15:01:00,0.998554418
-73.909645,40.80354833,2021-07-24 15:01:00,0.998554418
-73.90975333,40.80359333,2021-07-24 15:01:00,0.998554418
-73.90986,40.80364167,2021-07-24 15:01:00,0.998554418
-73.90996167,40.80368833,2021-07-24 15:01:00,0.998554418
-73.910065,40.80373333,2021-07-24 15:01:00,0.998554418
-73.91016667,40.803775,2021-07-24 15:01:00,1.000718133
-73.91026833,40.80381667,2021-07-24 15:01:00,1.000718133
-73.91036667,40.80385833,2021-07-24 15:01:00,1.007209277
-73.910465,40.80390333,2021-07-24 15:01:00,1.007209277
-73.91056667,40.803945,2021-07-24 15:01:00,1.009372992
-73.91066667,40.80399,2021-07-24 15:02:00,1.009372992
-73.91077,40.80403333,2021-07-24 15:02:00,1.011536707
-73.91087,40.80407667,2021-07-24 15:02:00,1.011536707
-73.91104333,40.80416833,2021-07-24 15:02:00,1.011536707
-73.91112667,40.80421,2021-07-24 15:02:00,1.011536707
-73.91121,40.804245,2021-07-24 15:02:00,1.011536707
-73.91128667,40.80427167,2021-07-24 15:02:00,1.011536707
-73.911345,40.804295,2021-07-24 15:02:00,1.013700422
-73.911385,40.80431167,2021-07-24 15:02:00,1.013700422
-73.91140667,40.80432167,2021-07-24 15:02:00,1.015864137
-73.91156333,40.80437,2021-07-24 15:02:00,1.035457777
-73.911605,40.804385,2021-07-24 15:02:00,1.035457777
-73.91168667,40.80441833,2021-07-24 15:02:00,1.037621492
-73.91172667,40.80443333,2021-07-24 15:02:00,1.035457777
-73.91183333,40.80448,2021-07-24 15:02:00,1.031130348
-73.91187667,40.80449833,2021-07-24 15:02:00,1.031130348
-73.91191667,40.804515,2021-07-24 15:02:00,1.031130348
-73.91195833,40.80453333,2021-07-24 15:02:00,1.035457777
-73.91200333,40.80455333,2021-07-24 15:02:00,1.035457777
-73.912045,40.80456833,2021-07-24 15:02:00,1.033294062
-73.91207333,40.80457167,2021-07-24 15:02:00,1.033294062
-73.91214333,40.8046,2021-07-24 15:02:00,1.031130348
-73.91219333,40.80461833,2021-07-24 15:02:00,1.031130348
-73.912275,40.804645,2021-07-24 15:02:00,1.024639203
-73.91236667,40.80469833,2021-07-24 15:02:00,1.024639203
-73.91245333,40.804735,2021-07-24 15:02:00,1.031130348
-73.912545,40.804785,2021-07-24 15:02:00,1.031130348
-73.91263,40.80482667,2021-07-24 15:02:00,1.033294062
-73.91271833,40.804865,2021-07-24 15:02:00,1.033294062
-73.91281,40.80490833,2021-07-24 15:02:00,1.035457777
-73.91290833,40.80495333,2021-07-24 15:03:00,1.035457777
-73.91301333,40.80500667,2021-07-24 15:03:00,1.035457777
-73.91312,40.805055,2021-07-24 15:03:00,1.035457777
-73.91322667,40.80509833,2021-07-24 15:03:00,1.037621492
-73.91332167,40.80514167,2021-07-24 15:03:00,1.037621492
-73.91352167,40.80522667,2021-07-24 15:03:00,1.035457777
-73.913625,40.805275,2021-07-24 15:03:00,1.031130348
-73.913835,40.805365,2021-07-24 15:03:00,1.031130348
-73.91393667,40.80540667,2021-07-24 15:03:00,1.031130348
-73.91403,40.805445,2021-07-24 15:03:00,1.031130348
-73.91411167,40.80548,2021-07-24 15:03:00,1.028966633
-73.914175,40.80550667,2021-07-24 15:03:00,1.028966633
-73.91421167,40.805525,2021-07-24 15:03:00,1.026802918
-73.91423333,40.805535,2021-07-24 15:03:00,1.026802918
-73.91437,40.80557833,2021-07-24 15:03:00,1.026923124
-73.91442167,40.80556833,2021-07-24 15:03:00,1.026923124
-73.914445,40.80556,2021-07-24 15:03:00,1.031250554
-73.9145,40.80552333,2021-07-24 15:03:00,1.029086839
-73.91452667,40.80547833,2021-07-24 15:03:00,1.029086839
-73.91456333,40.80542667,2021-07-24 15:03:00,1.029086839
-73.91460167,40.80536667,2021-07-24 15:03:00,1.026923124
-73.91464667,40.80530167,2021-07-24 15:03:00,1.026923124
-73.91469667,40.80523667,2021-07-24 15:03:00,1.026923124
-73.91474167,40.80517333,2021-07-24 15:03:00,1.026923124
-73.91478167,40.80511833,2021-07-24 15:03:00,1.022595694
-73.91480667,40.805075,2021-07-24 15:03:00,1.022595694
-73.91489167,40.80498167,2021-07-24 15:03:00,1.020431979
-73.914925,40.80494,2021-07-24 15:03:00,1.020431979
-73.91497167,40.80488833,2021-07-24 15:03:00,1.018268265
-73.91502333,40.804825,2021-07-24 15:03:00,1.018268265
-73.91507667,40.804755,2021-07-24 15:03:00,1.013940835
-73.91513833,40.80467,2021-07-24 15:04:00,1.013940835
-73.91521167,40.80457833,2021-07-24 15:04:00,1.01177712
-73.91528333,40.80448833,2021-07-24 15:04:00,1.01177712
-73.91535,40.80440167,2021-07-24 15:04:00,1.00744969
-73.91556,40.80413167,2021-07-24 15:04:00,1.005285975
-73.915625,40.80405,2021-07-24 15:04:00,1.005285975
-73.91569333,40.80396833,2021-07-24 15:04:00,1.00312226
-73.91576167,40.803895,2021-07-24 15:04:00,1.00312226
-73.91581333,40.80383,2021-07-24 15:04:00,1.00312226
-73.91585333,40.80378667,2021-07-24 15:04:00,1.00312226
-73.91588,40.80376333,2021-07-24 15:04:00,1.00312226
-73.91591167,40.80375167,2021-07-24 15:04:00,1.00312226
-73.91602,40.80376667,2021-07-24 15:04:00,1.000958546
-73.91610167,40.80379333,2021-07-24 15:04:00,1.000958546
-73.91619833,40.80383,2021-07-24 15:04:00,1.000958546
-73.91630333,40.80387667,2021-07-24 15:04:00,0.998794831
-73.91641167,40.80392,2021-07-24 15:04:00,0.998794831
-73.916525,40.80396833,2021-07-24 15:04:00,0.996631116
-73.91664333,40.80401667,2021-07-24 15:04:00,0.996631116
-73.91703167,40.80417333,2021-07-24 15:04:00,0.992303686
-73.917165,40.80422333,2021-07-24 15:04:00,0.992303686
-73.917295,40.80427333,2021-07-24 15:04:00,0.994467401
-73.91742167,40.80432333,2021-07-24 15:04:00,0.994467401
-73.917545,40.80437167,2021-07-24 15:04:00,0.998794831
-73.917665,40.80442,2021-07-24 15:04:00,0.998794831
-73.91777333,40.804465,2021-07-24 15:04:00,1.00312226
-73.91787167,40.80450667,2021-07-24 15:04:00,1.003242467
-73.91795833,40.80454167,2021-07-24 15:04:00,1.005406182
-73.91803333,40.80456833,2021-07-24 15:04:00,1.005406182
-73.91809167,40.80459,2021-07-24 15:04:00,1.007569897
-73.91813,40.804605,2021-07-24 15:04:00,1.007569897
-73.91817167,40.80464667,2021-07-24 15:04:00,1.014061041
-73.91821667,40.80466667,2021-07-24 15:04:00,1.014061041
-73.91826333,40.80469,2021-07-24 15:04:00,1.014061041
-73.91831333,40.80471333,2021-07-24 15:04:00,1.011897326
-73.91836667,40.80473667,2021-07-24 15:04:00,1.011897326
-73.91842667,40.80475667,2021-07-24 15:04:00,1.011897326
-73.91848833,40.80477667,2021-07-24 15:04:00,1.011897326
-73.91855,40.80479333,2021-07-24 15:04:00,1.014061041
-73.91861167,40.80480667,2021-07-24 15:04:00,1.014061041
-73.91873167,40.80480667,2021-07-24 15:04:00,1.020552186
-73.91877,40.80479667,2021-07-24 15:04:00,1.018388471
-73.91879833,40.804775,2021-07-24 15:04:00,1.018388471
-73.91882167,40.80475,2021-07-24 15:04:00,1.024879616
-73.91884,40.80472667,2021-07-24 15:04:00,1.024879616
-73.91885667,40.80469,2021-07-24 15:04:00,1.024879616
-73.91885833,40.80467667,2021-07-24 15:04:00,1.024879616
-73.91886667,40.80465,2021-07-24 15:04:00,1.024879616
-73.91888667,40.804585,2021-07-24 15:04:00,1.022715901
-73.91890333,40.80453,2021-07-24 15:04:00,1.024879616
-73.91896,40.80437833,2021-07-24 15:04:00,1.024879616
-73.91901333,40.80431,2021-07-24 15:04:00,1.024879616
-73.91925333,40.80436667,2021-07-24 15:05:00,1.024879616
-73.91928333,40.80433333,2021-07-24 15:05:00,1.024879616
-73.919295,40.80428833,2021-07-24 15:05:00,1.024879616
-73.919355,40.80417,2021-07-24 15:05:00,1.024879616
-73.91938833,40.80410333,2021-07-24 15:05:00,1.024879616
-73.919435,40.80402833,2021-07-24 15:05:00,1.027043331
-73.91945333,40.80400833,2021-07-24 15:05:00,1.024879616
-73.91954167,40.80391667,2021-07-24 15:05:00,1.029207045
-73.91958167,40.80387,2021-07-24 15:05:00,1.029207045
-73.919625,40.80382,2021-07-24 15:05:00,1.024879616
-73.91965833,40.80377333,2021-07-24 15:05:00,1.024879616
-73.91969167,40.80373333,2021-07-24 15:05:00,1.022715901
-73.91973167,40.80370167,2021-07-24 15:05:00,1.022715901
-73.91977167,40.80368333,2021-07-24 15:06:00,1.020552186
-73.91994333,40.80371833,2021-07-24 15:06:00,1.016344962
-73.92001833,40.80374667,2021-07-24 15:06:00,1.016344962
-73.92010667,40.803775,2021-07-24 15:06:00,1.014181248
-73.92030667,40.80385333,2021-07-24 15:06:00,1.014181248
-73.920525,40.80394833,2021-07-24 15:06:00,1.012017533
-73.92064,40.80399333,2021-07-24 15:06:00,1.012017533
-73.92086167,40.80408,2021-07-24 15:06:00,1.014181248
-73.92096167,40.80412667,2021-07-24 15:06:00,1.018508677
-73.92105167,40.80416667,2021-07-24 15:06:00,1.018508677
-73.92113167,40.80420167,2021-07-24 15:06:00,1.020672392
-73.92132333,40.80427667,2021-07-24 15:06:00,1.020672392
-73.92137167,40.80429667,2021-07-24 15:06:00,1.020672392
-73.92143833,40.80432667,2021-07-24 15:06:00,1.020672392
-73.92151167,40.80436167,2021-07-24 15:06:00,1.020672392
-73.92159333,40.80439667,2021-07-24 15:06:00,1.018508677
-73.921685,40.80443667,2021-07-24 15:06:00,1.018508677
-73.92178167,40.80448,2021-07-24 15:06:00,1.016344962
-73.92198667,40.80456667,2021-07-24 15:06:00,1.014181248
-73.92209,40.80461,2021-07-24 15:06:00,1.014181248
-73.922195,40.804655,2021-07-24 15:06:00,1.018508677
-73.9223,40.80469833,2021-07-24 15:06:00,1.018508677
-73.92240667,40.80474333,2021-07-24 15:06:00,1.012017533
-73.922515,40.80478833,2021-07-24 15:06:00,1.012017533
-73.92262833,40.804835,2021-07-24 15:06:00,1.009853818
-73.92285833,40.80492833,2021-07-24 15:06:00,1.009853818
-73.92297167,40.80497,2021-07-24 15:06:00,1.007690103
-73.92308,40.80501167,2021-07-24 15:06:00,1.007690103
-73.92318167,40.805055,2021-07-24 15:06:00,1.005526388
-73.923385,40.80515167,2021-07-24 15:06:00,1.007690103
-73.92349167,40.80520167,2021-07-24 15:06:00,1.007690103
-73.92360167,40.80524667,2021-07-24 15:06:00,1.005526388
-73.92371,40.805295,2021-07-24 15:06:00,1.005526388
-73.92392167,40.80539,2021-07-24 15:06:00,1.007690103
-73.92403,40.80543667,2021-07-24 15:06:00,1.005526388
-73.92413667,40.80548,2021-07-24 15:06:00,1.005526388
-73.92424333,40.805525,2021-07-24 15:06:00,1.009853818
-73.92434833,40.80557,2021-07-24 15:06:00,1.009853818
-73.92445833,40.80561667,2021-07-24 15:07:00,1.007690103
-73.924565,40.80566167,2021-07-24 15:07:00,1.007690103
-73.92465833,40.80570167,2021-07-24 15:07:00,1.012017533
-73.92473667,40.80573333,2021-07-24 15:07:00,1.012017533
-73.9248,40.80575833,2021-07-24 15:07:00,1.012017533
-73.92484667,40.805775,2021-07-24 15:07:00,1.012017533
-73.92488167,40.80579,2021-07-24 15:07:00,1.014181248
-73.92491,40.80580167,2021-07-24 15:07:00,1.014181248
-73.92493333,40.80581333,2021-07-24 15:07:00,1.018508677
-73.92506833,40.80585,2021-07-24 15:07:00,1.029447458
-73.92520667,40.80589167,2021-07-24 15:07:00,1.029447458
-73.92524667,40.80594167,2021-07-24 15:07:00,1.025120028
-73.92531333,40.80596833,2021-07-24 15:07:00,1.025120028
-73.92536,40.80599167,2021-07-24 15:07:00,1.025120028
-73.92578333,40.80614,2021-07-24 15:07:00,1.025120028
-73.92582167,40.80615333,2021-07-24 15:07:00,1.025120028
-73.92590333,40.80618167,2021-07-24 15:07:00,1.025120028
-73.92594167,40.80619167,2021-07-24 15:07:00,1.025120028
-73.92597833,40.80620333,2021-07-24 15:07:00,1.025120028
-73.92601167,40.80621333,2021-07-24 15:07:00,1.031611173
-73.92603833,40.806225,2021-07-24 15:07:00,1.031611173
-73.926065,40.80624,2021-07-24 15:07:00,1.033774888
-73.926095,40.80625,2021-07-24 15:07:00,1.033774888
-73.92612667,40.806265,2021-07-24 15:07:00,1.033774888
-73.92619333,40.80629167,2021-07-24 15:07:00,1.033895094
-73.92623,40.80630167,2021-07-24 15:07:00,1.033895094
-73.926265,40.80631667,2021-07-24 15:07:00,1.031731379
-73.92630333,40.80633,2021-07-24 15:07:00,1.031731379
-73.92634,40.80635,2021-07-24 15:07:00,1.033895094
-73.92638,40.806365,2021-07-24 15:07:00,1.033895094
-73.92641667,40.80638333,2021-07-24 15:07:00,1.033895094
-73.92645333,40.80639333,2021-07-24 15:07:00,1.033895094
-73.92648667,40.80640667,2021-07-24 15:07:00,1.031731379
