UHI Index,Land_Surface_Temp,Band1,Band2,Band3,Band4
1.004684943,38.20253198,1029.0,698.0,2353.0,3610.0
1.004684943,38.20253198,1029.0,698.0,2353.0,3610.0
1.006848658,38.56826011999999,1029.0,967.0,2353.0,3060.0
1.004684943,38.56826011999999,1029.0,691.0,2177.0,2884.0
1.004684943,38.56826011999999,1029.0,691.0,2177.0,2884.0
1.004684943,38.60244032000003,1029.0,894.0,2177.0,2590.0
1.004684943,39.06387302000002,1029.0,894.0,2177.0,2590.0
1.004684943,39.06387302000002,1029.0,1114.0,1839.0,1534.0
1.004684943,39.06387302000002,1029.0,1114.0,1839.0,1534.0
1.004684943,39.06387302000002,1029.0,1094.0,1664.0,1470.0
1.004684943,39.06387302000002,1029.0,1094.0,1664.0,1470.0
1.004684943,38.44862942000003,1029.0,1238.0,1664.0,1548.0
1.004684943,38.44862942000003,1029.0,1238.0,1664.0,1548.0
1.015503518,38.44862942000003,1106.0,1276.0,1787.0,1614.0
1.015503518,37.32410084000003,1597.0,1310.0,1459.0,1578.0
1.015503518,37.32410084000003,1597.0,1342.0,1396.0,1916.0
1.015503518,37.71033710000006,1597.0,1136.0,1396.0,1574.0
1.013339803,37.71033710000006,1597.0,1136.0,1396.0,1574.0
1.013339803,37.71033710000006,1597.0,1398.0,3641.0,1560.0
1.011176088,37.71033710000006,1597.0,2654.0,2538.0,2732.0
1.011176088,37.71033710000006,1597.0,2654.0,2538.0,2732.0
1.004684943,36.36705524000001,2672.0,6084.0,5086.0,6172.0
1.004684943,36.36705524000001,2672.0,3438.0,5086.0,3798.0
1.004684943,36.36705524000001,2672.0,3438.0,5086.0,3798.0
1.002521229,36.36705524000001,2672.0,3882.0,5086.0,4132.0
1.002521229,36.36705524000001,2672.0,3882.0,5086.0,4132.0
1.011296294,36.760127539999985,2672.0,1260.0,1604.0,1272.0
1.011296294,37.13952776000002,2672.0,1492.0,1775.0,1478.0
1.011296294,37.13952776000002,1677.0,1852.0,2067.0,1918.0
1.013460009,38.212786040000026,1677.0,2072.0,2067.0,2084.0
1.013460009,38.54091596000001,1677.0,997.0,1355.0,1086.0
1.011296294,38.37343298000002,1677.0,997.0,1355.0,1086.0
1.011296294,38.37343298000002,1677.0,1062.0,2290.0,1408.0
1.011296294,38.37343298000002,1677.0,3632.0,2290.0,3636.0
1.011296294,38.37343298000002,1742.0,2328.0,2837.0,2462.0
1.015623724,38.937406280000005,1742.0,1704.0,2837.0,1828.0
1.015623724,40.130295260000025,1742.0,2244.0,2837.0,2398.0
1.015623724,40.130295260000025,1742.0,3470.0,3652.0,3662.0
1.019951154,40.130295260000025,1742.0,2358.0,2196.0,2584.0
1.019951154,40.23283586000002,1742.0,2358.0,2196.0,2584.0
1.019951154,40.23283586000002,1742.0,1514.0,2196.0,1874.0
1.019951154,40.23283586000002,1742.0,912.0,2085.0,1562.0
1.017787439,40.23283586000002,1742.0,528.0,2085.0,2164.0
1.017787439,40.37981072000002,1742.0,528.0,2085.0,2164.0
1.017787439,40.41740894000003,1353.0,731.0,1451.0,1822.0
1.017787439,40.41740894000003,1353.0,846.0,1217.0,1116.0
1.017787439,40.41740894000003,1353.0,976.0,1217.0,1164.0
1.013460009,40.41740894000003,2400.0,1136.0,1981.0,1888.0
1.013460009,40.673760440000024,2400.0,1440.0,2798.0,2164.0
1.013460009,40.673760440000024,2400.0,2928.0,2798.0,3218.0
1.011296294,40.673760440000024,2400.0,1790.0,1973.0,2028.0
1.011296294,42.43745876000003,2400.0,1876.0,4447.0,2326.0
1.011296294,42.43745876000003,2400.0,4220.0,4447.0,4464.0
1.011296294,42.96383384000001,2411.0,2442.0,2718.0,2698.0
1.011296294,43.09371859999999,2411.0,2958.0,4303.0,3244.0
1.013460009,43.09371859999999,2411.0,2958.0,4303.0,3244.0
1.013460009,43.09371859999999,2411.0,3194.0,2506.0,3414.0
1.013460009,43.19967722000001,2411.0,1608.0,2506.0,1672.0
1.013460009,43.19967722000001,2411.0,1300.0,1915.0,1478.0
1.013460009,43.19967722000001,2411.0,1698.0,1915.0,1720.0
1.00913258,43.19967722000001,2411.0,1698.0,1915.0,1720.0
1.00913258,42.4272047,2411.0,2032.0,1911.0,2054.0
1.00913258,42.4272047,2411.0,1754.0,1911.0,1876.0
1.00913258,42.4272047,2013.0,1500.0,2880.0,1440.0
1.006968865,42.4272047,2013.0,1690.0,1554.0,1650.0
1.007089071,42.4272047,2013.0,1272.0,1554.0,1310.0
1.007089071,42.4272047,2289.0,1640.0,1554.0,1632.0
1.007089071,42.76217066000004,2289.0,1640.0,1554.0,1632.0
1.004925356,42.76217066000004,2289.0,1640.0,1554.0,1632.0
1.004925356,42.76217066000004,2013.0,1230.0,1354.0,1290.0
1.007089071,42.76217066000004,2013.0,1230.0,1354.0,1290.0
1.007089071,42.76217066000004,2013.0,1560.0,1354.0,1576.0
1.007089071,43.736306360000015,2013.0,1616.0,1501.0,1672.0
1.007089071,43.736306360000015,2013.0,1616.0,1501.0,1672.0
1.007089071,43.736306360000015,2013.0,1544.0,1501.0,1622.0
1.007089071,43.77732260000005,2013.0,1444.0,3338.0,1542.0
1.007089071,40.35930259999998,1640.0,1042.0,1412.0,1342.0
1.007089071,40.35930259999998,1640.0,1070.0,1939.0,1804.0
1.007089071,40.619072120000055,1518.0,2934.0,2479.0,2808.0
1.007089071,40.43108102000002,1518.0,2098.0,2479.0,2442.0
1.000597926,40.43108102000002,1518.0,2098.0,2479.0,2442.0
1.000597926,40.43108102000002,1518.0,2098.0,2479.0,2442.0
0.998434212,40.43108102000002,1518.0,2324.0,2479.0,2500.0
0.998434212,40.43108102000002,1518.0,2324.0,2479.0,2500.0
0.998434212,40.43108102000002,1518.0,1472.0,1703.0,1698.0
0.998434212,39.93546812,1518.0,1334.0,1703.0,1570.0
1.000597926,39.93546812,1518.0,1334.0,1703.0,1570.0
1.000597926,39.93546812,1518.0,1660.0,1799.0,1818.0
0.998434212,39.93546812,1518.0,1650.0,1799.0,1734.0
0.998434212,39.93546812,1518.0,1278.0,1363.0,1390.0
0.998434212,39.22451996000001,1518.0,1278.0,1363.0,1390.0
0.998434212,39.22451996000001,1305.0,1226.0,1363.0,1250.0
0.996270497,39.22451996000001,1305.0,1226.0,1363.0,1250.0
0.991943067,39.22451996000001,1305.0,1310.0,1577.0,1392.0
0.989779352,39.22451996000001,1305.0,1310.0,1577.0,1392.0
0.989779352,39.22451996000001,1305.0,1362.0,1577.0,1538.0
0.987615637,39.79191128000002,1754.0,1488.0,1769.0,1488.0
0.987615637,39.79191128000002,1754.0,1256.0,1769.0,1376.0
0.987615637,39.79191128000002,1754.0,1322.0,1630.0,1356.0
0.987615637,38.68789082000001,1754.0,1682.0,2100.0,1716.0
0.983288207,39.634682360000056,1637.0,1608.0,2189.0,1744.0
0.985451922,39.634682360000056,1637.0,1042.0,2189.0,1654.0
0.985451922,38.28798247999998,1637.0,1005.0,1925.0,1598.0
0.987615637,38.28798247999998,1637.0,2372.0,1925.0,2626.0
0.987615637,38.28798247999998,2452.0,2832.0,4251.0,3208.0
0.985451922,38.28798247999998,2452.0,1654.0,2574.0,1998.0
0.985451922,36.79430774000002,1663.0,1078.0,2574.0,1688.0
0.981124492,36.79430774000002,1663.0,1798.0,2574.0,1976.0
0.981124492,36.79430774000002,1663.0,1324.0,1654.0,1480.0
0.985451922,36.79430774000002,1663.0,1324.0,1654.0,1480.0
0.987615637,36.79430774000002,1663.0,1198.0,1693.0,1300.0
0.987615637,37.28308460000005,1663.0,1610.0,1693.0,1742.0
0.987615637,37.28308460000005,1663.0,1396.0,2281.0,1518.0
0.987615637,37.28308460000005,1663.0,1396.0,2281.0,1518.0
0.987615637,37.28308460000005,2452.0,1406.0,1649.0,1636.0
0.987615637,38.91689816000002,2452.0,1184.0,1649.0,1328.0
0.987615637,38.91689816000002,1949.0,1224.0,1839.0,1356.0
0.987615637,38.91689816000002,1949.0,1224.0,1839.0,1356.0
0.989779352,40.04142674000002,1949.0,1610.0,2319.0,1818.0
0.989779352,41.176209380000046,1949.0,1610.0,2319.0,1818.0
0.991943067,41.176209380000046,1949.0,1894.0,2319.0,2216.0
0.992063273,41.176209380000046,1949.0,1512.0,1653.0,1702.0
0.996390703,41.176209380000046,1949.0,1482.0,2066.0,1590.0
0.996390703,41.44623296000003,1231.0,1240.0,1671.0,1330.0
0.996390703,41.44623296000003,1231.0,1240.0,1671.0,1330.0
0.996390703,41.44623296000003,1231.0,1240.0,1671.0,1330.0
1.000718133,42.12641894000001,1231.0,1258.0,1671.0,1406.0
1.005045563,42.020460319999984,1683.0,1416.0,1742.0,1434.0
1.005045563,42.020460319999984,1683.0,1416.0,1742.0,1434.0
1.005045563,42.020460319999984,1683.0,1420.0,1742.0,1706.0
1.005045563,42.020460319999984,1683.0,1418.0,1505.0,1648.0
1.000718133,40.10978713999998,1683.0,1604.0,2434.0,2028.0
1.000718133,40.28410616000002,1683.0,1288.0,2434.0,1538.0
1.000718133,40.28410616000002,981.0,1474.0,1661.0,1538.0
1.000718133,40.28410616000002,981.0,1342.0,1661.0,1562.0
1.000718133,40.28410616000002,981.0,1266.0,2178.0,1610.0
1.000718133,40.28410616000002,981.0,988.0,1207.0,1098.0
0.998554418,39.59366612000002,981.0,927.0,1532.0,1678.0
0.998554418,39.59366612000002,1148.0,672.0,1733.0,1778.0
0.998554418,39.347568679999995,1148.0,697.0,1733.0,1692.0
0.998554418,39.347568679999995,1333.0,1338.0,1579.0,1448.0
0.998554418,39.347568679999995,1333.0,1564.0,1390.0,1722.0
0.998554418,40.83782540000004,1333.0,1440.0,1742.0,1544.0
1.000718133,40.83782540000004,1333.0,1440.0,1742.0,1544.0
1.000718133,40.83782540000004,1333.0,1542.0,1742.0,1622.0
1.007209277,40.83782540000004,1333.0,1600.0,1975.0,1562.0
1.007209277,40.83782540000004,1333.0,1490.0,1267.0,1618.0
1.009372992,41.01556244000005,1549.0,1470.0,1561.0,1540.0
1.009372992,40.81048124000006,1549.0,1338.0,1561.0,1390.0
1.011536707,40.81048124000006,1549.0,1374.0,2202.0,1472.0
1.011536707,40.557547760000034,1357.0,1600.0,1878.0,1656.0
1.011536707,40.557547760000034,1357.0,1604.0,1739.0,1968.0
1.011536707,40.048262780000016,1357.0,1354.0,1739.0,1378.0
1.011536707,40.048262780000016,1357.0,1592.0,2055.0,2210.0
1.011536707,40.540457660000015,1252.0,1102.0,1468.0,1404.0
1.013700422,40.540457660000015,1252.0,1102.0,1468.0,1404.0
1.013700422,40.540457660000015,1252.0,1252.0,1468.0,1330.0
1.015864137,40.540457660000015,1252.0,1184.0,1468.0,1460.0
1.035457777,40.540457660000015,1252.0,1314.0,1645.0,1428.0
1.035457777,40.540457660000015,1252.0,1314.0,1645.0,1428.0
1.037621492,39.409093040000016,1252.0,1908.0,1762.0,1802.0
1.035457777,39.409093040000016,1252.0,1492.0,1908.0,1570.0
1.031130348,39.409093040000016,1252.0,1796.0,1908.0,1772.0
1.031130348,39.409093040000016,1252.0,1954.0,1908.0,1890.0
1.031130348,38.83144765999998,1357.0,1898.0,1918.0,1850.0
1.035457777,38.97842251999998,1357.0,1898.0,1918.0,1850.0
1.035457777,38.97842251999998,1357.0,1898.0,1918.0,1850.0
1.033294062,38.97842251999998,1357.0,1898.0,1918.0,1850.0
1.033294062,38.97842251999998,1357.0,1750.0,1918.0,1750.0
1.031130348,38.97842251999998,1615.0,1644.0,1582.0,1614.0
1.031130348,38.74257914000003,1615.0,1592.0,1529.0,1550.0
1.024639203,38.74257914000003,1615.0,1372.0,1529.0,1406.0
1.024639203,38.74257914000003,1615.0,1404.0,1529.0,1390.0
1.031130348,38.64345656,1615.0,1616.0,1984.0,1738.0
1.031130348,38.64345656,1615.0,2148.0,2010.0,2176.0
1.033294062,38.68105478000001,1716.0,1758.0,1866.0,1968.0
1.033294062,38.68105478000001,1716.0,1630.0,1866.0,1736.0
1.035457777,38.68105478000001,1716.0,1670.0,1866.0,1740.0
1.035457777,38.68105478000001,1716.0,2060.0,2778.0,2332.0
1.035457777,38.69130884000003,1716.0,1578.0,2778.0,1836.0
1.035457777,38.69130884000003,1716.0,2142.0,2778.0,2548.0
1.037621492,38.89297202,1716.0,1416.0,2051.0,1830.0
1.037621492,38.89297202,1481.0,1892.0,2243.0,2118.0
1.035457777,39.27579026000001,1481.0,1574.0,2243.0,2664.0
1.031130348,39.27579026000001,1481.0,1374.0,1858.0,2156.0
1.031130348,39.50821561999999,1481.0,1618.0,1940.0,1980.0
1.031130348,39.50821561999999,1481.0,1982.0,1940.0,2576.0
1.031130348,39.50821561999999,1481.0,1698.0,1940.0,1888.0
1.028966633,39.89445188000002,1507.0,1686.0,1691.0,1686.0
1.028966633,39.89445188000002,1507.0,1404.0,1635.0,1738.0
1.026802918,39.89445188000002,1507.0,1404.0,1635.0,1738.0
1.026802918,39.89445188000002,1507.0,1404.0,1635.0,1738.0
1.026923124,39.576576020000005,1507.0,1316.0,1706.0,1636.0
1.026923124,39.576576020000005,1507.0,1462.0,1706.0,1592.0
1.031250554,39.576576020000005,1507.0,1462.0,1706.0,1592.0
1.029086839,39.576576020000005,1507.0,1540.0,1835.0,1572.0
1.029086839,39.576576020000005,1507.0,1402.0,1758.0,1786.0
1.029086839,39.576576020000005,1507.0,1402.0,1758.0,1786.0
1.026923124,39.10147124000002,1507.0,1008.0,1758.0,1752.0
1.026923124,38.80068548000003,1507.0,796.0,1812.0,1328.0
1.026923124,38.80068548000003,1507.0,1168.0,1812.0,1628.0
1.026923124,38.80068548000003,1507.0,752.0,1812.0,1498.0
1.022595694,38.80068548000003,1015.0,1046.0,1677.0,1726.0
1.022595694,38.80068548000003,1015.0,1046.0,1677.0,1726.0
1.020431979,38.27772842000002,1015.0,1346.0,1594.0,1698.0
1.020431979,38.27772842000002,1015.0,1410.0,1594.0,1614.0
1.018268265,38.27772842000002,1015.0,1410.0,1594.0,1614.0
1.018268265,38.27772842000002,1015.0,1404.0,1775.0,1668.0
1.013940835,38.725489040000014,1015.0,688.0,1787.0,1678.0
1.013940835,37.72400918000005,1015.0,686.0,1838.0,2200.0
1.01177712,37.72400918000005,1127.0,750.0,1960.0,2100.0
1.01177712,37.953016520000006,1127.0,771.0,1757.0,1764.0
1.00744969,37.953016520000006,1127.0,1042.0,1757.0,1758.0
1.005285975,37.40955134000001,785.0,961.0,1429.0,1188.0
1.005285975,37.40955134000001,785.0,1130.0,1429.0,1406.0
1.00312226,37.65564877999998,1047.0,1180.0,1429.0,1510.0
1.00312226,37.65564877999998,1047.0,1322.0,1400.0,1456.0
1.00312226,37.65564877999998,1047.0,1282.0,1400.0,1496.0
1.00312226,37.65564877999998,1047.0,1152.0,1400.0,1552.0
1.00312226,37.65564877999998,1047.0,1278.0,1471.0,1248.0
1.00312226,37.65564877999998,1047.0,1278.0,1471.0,1248.0
1.000958546,37.65564877999998,1047.0,1270.0,1539.0,1318.0
1.000958546,37.65564877999998,1047.0,1100.0,1538.0,1386.0
1.000958546,37.180544000000054,1031.0,1226.0,1705.0,1248.0
0.998794831,37.180544000000054,1031.0,1130.0,1705.0,1368.0
0.998794831,37.180544000000054,1031.0,1130.0,1705.0,1368.0
0.996631116,36.97888082000003,1031.0,1312.0,1814.0,1764.0
0.996631116,36.233752460000005,1031.0,1262.0,1603.0,1806.0
0.992303686,36.19273622000003,804.0,1276.0,1673.0,1424.0
0.992303686,36.19273622000003,804.0,1276.0,1673.0,1424.0
0.994467401,35.37924745999999,804.0,1080.0,1513.0,1476.0
0.994467401,35.37924745999999,804.0,1048.0,1463.0,1558.0
0.998794831,35.74839362,804.0,1104.0,1463.0,1830.0
0.998794831,35.74839362,877.0,1202.0,1679.0,1538.0
1.00312226,35.74839362,877.0,1002.0,1679.0,1660.0
1.003242467,36.14488394,877.0,821.0,1884.0,1860.0
1.005406182,35.4544439,877.0,821.0,1884.0,1860.0
1.005406182,35.4544439,877.0,754.0,1884.0,1838.0
1.007569897,35.4544439,877.0,840.0,1843.0,1838.0
1.007569897,35.4544439,877.0,840.0,1843.0,1838.0
1.014061041,35.4544439,877.0,858.0,1843.0,2036.0
1.014061041,35.4544439,877.0,858.0,1843.0,2036.0
1.014061041,35.4544439,696.0,868.0,1912.0,2014.0
1.011897326,35.4544439,696.0,868.0,1912.0,2014.0
1.011897326,35.81333600000005,822.0,816.0,1875.0,1932.0
1.011897326,35.81333600000005,822.0,816.0,1875.0,1932.0
1.011897326,35.81333600000005,822.0,724.0,1875.0,1834.0
1.014061041,35.81333600000005,822.0,984.0,1661.0,1764.0
1.014061041,35.63218094000001,822.0,984.0,1661.0,1764.0
1.020552186,35.63218094000001,822.0,1302.0,1661.0,1836.0
1.018388471,35.63218094000001,822.0,1302.0,1661.0,1836.0
1.018388471,36.24742454,822.0,1462.0,1719.0,1622.0
1.024879616,36.24742454,822.0,1218.0,1719.0,1346.0
1.024879616,36.24742454,822.0,1218.0,1719.0,1346.0
1.024879616,36.24742454,822.0,1218.0,1719.0,1346.0
1.024879616,36.24742454,822.0,1218.0,1719.0,1346.0
1.024879616,36.24742454,1041.0,1212.0,1630.0,1476.0
1.022715901,36.71911130000001,1041.0,1220.0,1630.0,2034.0
1.024879616,36.71911130000001,1041.0,1494.0,1630.0,2012.0
1.024879616,37.43347748000002,1041.0,1642.0,1914.0,1940.0
1.024879616,37.43347748000002,1041.0,1306.0,2185.0,2646.0
1.024879616,37.43347748000002,1408.0,1510.0,2076.0,2274.0
1.024879616,37.43347748000002,1408.0,1510.0,2076.0,2274.0
1.024879616,37.43347748000002,1408.0,1656.0,2303.0,1872.0
1.024879616,38.07264722000002,1408.0,1558.0,2303.0,1858.0
1.024879616,38.07264722000002,1501.0,1256.0,2107.0,1848.0
1.027043331,38.48964566000001,1501.0,1898.0,2107.0,2248.0
1.024879616,38.48964566000001,1501.0,1898.0,2107.0,2248.0
1.029207045,40.10295110000004,1501.0,1970.0,2336.0,2084.0
1.029207045,40.10295110000004,1501.0,1970.0,2336.0,2084.0
1.024879616,40.10295110000004,1501.0,2808.0,2336.0,2614.0
1.024879616,40.10295110000004,1501.0,2210.0,1691.0,2330.0
1.022715901,40.30803230000003,1501.0,2210.0,1691.0,2330.0
1.022715901,41.15570126,1501.0,2210.0,1691.0,2330.0
1.020552186,41.15570126,1501.0,1500.0,1691.0,1664.0
1.016344962,41.15570126,1565.0,1420.0,1943.0,1900.0
1.016344962,39.51505166000004,1565.0,1374.0,1415.0,1520.0
1.014181248,39.51505166000004,1565.0,1374.0,1415.0,1520.0
1.014181248,39.51505166000004,1565.0,1400.0,1560.0,1548.0
1.012017533,39.79191128000002,1678.0,1472.0,1561.0,1646.0
1.012017533,38.97842251999998,1678.0,1448.0,1374.0,1534.0
1.014181248,39.27579026000001,1678.0,1958.0,2062.0,1924.0
1.018508677,39.27579026000001,1678.0,1526.0,2244.0,1664.0
1.018508677,39.610756219999985,2058.0,1432.0,1898.0,1520.0
1.020672392,39.610756219999985,1807.0,1300.0,1493.0,1584.0
1.020672392,38.96133242000002,1807.0,1418.0,1493.0,1520.0
1.020672392,38.96133242000002,1807.0,1418.0,1493.0,1520.0
1.020672392,38.96133242000002,1807.0,1544.0,1797.0,1664.0
1.020672392,38.96133242000002,1807.0,1392.0,1797.0,1666.0
1.018508677,38.96133242000002,1807.0,1392.0,1797.0,1666.0
1.018508677,38.96133242000002,1807.0,1616.0,2013.0,1882.0
1.016344962,38.96133242000002,1807.0,1362.0,2013.0,1904.0
1.014181248,38.216204059999995,2060.0,1558.0,2039.0,1836.0
1.014181248,38.216204059999995,2060.0,1910.0,2039.0,2308.0
1.018508677,37.915418300000056,2060.0,1790.0,1751.0,1988.0
1.018508677,37.915418300000056,1802.0,1582.0,2384.0,1584.0
1.012017533,37.573616300000026,1802.0,1354.0,2060.0,1520.0
1.012017533,37.573616300000026,1802.0,1418.0,2060.0,1590.0
1.009853818,37.35144500000001,1799.0,1542.0,2099.0,1640.0
1.009853818,37.35144500000001,1799.0,1722.0,1844.0,1714.0
1.007690103,37.52576402,1799.0,1562.0,1844.0,1710.0
1.007690103,37.52576402,1799.0,1610.0,1632.0,1700.0
1.005526388,38.22304010000005,1799.0,1848.0,2305.0,2046.0
1.007690103,38.38710506000001,1485.0,1666.0,1853.0,1724.0
1.007690103,38.67080071999999,1485.0,1666.0,1853.0,1724.0
1.005526388,38.67080071999999,2134.0,1700.0,2480.0,1898.0
1.005526388,38.67080071999999,2134.0,1350.0,2480.0,1354.0
1.007690103,38.66054666000002,2134.0,1234.0,1861.0,1426.0
1.005526388,38.95791440000005,2269.0,1266.0,2029.0,1622.0
1.005526388,38.95791440000005,2269.0,1154.0,1991.0,1764.0
1.009853818,38.95791440000005,2269.0,1512.0,2029.0,1514.0
1.009853818,39.200593819999995,2269.0,1338.0,2365.0,1904.0
1.007690103,39.05703698000002,2269.0,1290.0,2461.0,2366.0
1.007690103,39.39883898000005,2269.0,1642.0,2461.0,2486.0
1.012017533,39.39883898000005,2269.0,2130.0,3021.0,2336.0
1.012017533,39.39883898000005,3072.0,1968.0,3237.0,2578.0
